Transaction_ID,Date,Category,Subcategory,Amount,Type,Payment_Method,Merchant,Location,Description,Monthly_Budget,Balance
446,2026-03-06,Bills,Electricity,596,Expense,Credit Card,Carter-Sampson,East Davidshire,Day color.,34620,19119
447,2025-09-25,Education,Stationery,2539,Expense,UPI,Ford-Garrett,Lindseybury,Mission her alone style.,17934,18578
448,2025-08-11,Food,Restaurant,3219,Expense,UPI,Mathis-Montgomery,North Ebony,Century really hundred law woman.,21392,99062
449,2025-02-27,Transport,Taxi,4392,Expense,Cash,Jackson Inc,Port Philip,Eat actually develop body.,15840,83892
450,2025-10-21,Shopping,Electronics,1441,Expense,Cash,Payne and Sons,West Julieville,Education several need concern.,17667,93053
451,2025-10-26,Bills,Water,2089,Expense,Cash,"Barnes, Jones and Morales",Lake Alexandra,Expert final never.,24471,22121
452,2025-10-17,Entertainment,Games,2855,Expense,Credit Card,"Johnson, Villarreal and Dodson",Joeshire,Expert whatever show support measure.,27127,36195
453,2025-10-22,Medical,Medicine,4065,Expense,Credit Card,Osborne-Diaz,West Jessica,Culture myself teacher enjoy represent.,14891,56603
454,2025-11-02,Education,Books,1295,Expense,Cash,Gonzalez and Sons,East Clayton,Customer free market attention support.,45991,70176
455,2025-04-17,Shopping,Clothes,3838,Expense,Bank Transfer,Park and Sons,Keithland,Explain word best believe.,19834,84364
456,2025-02-27,Shopping,Electronics,3765,Expense,UPI,Hernandez-Williams,New Maryfurt,Officer get thousand friend.,26807,30174
457,2025-07-03,Entertainment,Movies,4907,Expense,Credit Card,"Oliver, Wilcox and Hernandez",Martinburgh,Share positive either significant.,47791,82838
458,2025-05-04,Bills,Internet,1200,Expense,Bank Transfer,Lee Ltd,East Ricky,Despite treat fall hour think.,40012,60750
459,2025-01-08,Travel,Tour,1993,Expense,Bank Transfer,Collier-Thomas,Rodriguezmouth,Join certain customer.,46443,49331
460,2025-08-13,Food,Snacks,4908,Expense,Debit Card,"Butler, Brown and Gray",New Justin,Free science authority policy hotel.,21090,87481
461,2026-02-08,Shopping,Clothes,627,Expense,Cash,Anderson-Dominguez,Jacquelinefort,Wall player.,12696,56645
462,2025-05-13,Travel,Flight,2406,Expense,Credit Card,"Arroyo, Larsen and Shelton",Lake Isabel,Hit second sit only.,30905,35251
463,2025-02-02,Shopping,Electronics,3542,Expense,Debit Card,Ford Ltd,Youngburgh,Ok important energy great today.,13329,45711
464,2025-06-22,Food,Groceries,2346,Expense,Bank Transfer,"Day, Jones and Hernandez",Arroyoport,Policy between main there college.,5043,97944
465,2025-09-13,Shopping,Electronics,976,Expense,Bank Transfer,Smith Inc,Jonside,Price include arrive moment example.,16767,74170
466,2025-08-11,Shopping,Clothes,862,Expense,UPI,Fleming-Houston,Conradland,Good task none lawyer.,5073,18720
467,2025-12-04,Income,Scholarship,23733,Income,Cash,"Johnson, Mejia and Meyers",Stephaniestad,Republican get.,46921,78961
468,2026-03-28,Travel,Tour,2437,Expense,Cash,Smith Ltd,Danielfort,Finish top.,12847,40949
469,2025-12-11,Education,Stationery,4625,Expense,UPI,"Chambers, Hensley and Harper",East Matthew,Without if move visit draw.,38677,25648
470,2025-03-24,Education,Books,277,Expense,Credit Card,Harrison and Sons,South Margaretberg,Woman bar meeting particularly small.,10333,99225
471,2026-03-30,Transport,Taxi,4268,Expense,Debit Card,Robinson Inc,East Tracy,Present subject network.,26304,5879
472,2025-04-20,Food,Restaurant,464,Expense,Bank Transfer,Jenkins-Schwartz,Nancyberg,Theory off successful because.,26103,17543
473,2025-04-18,Shopping,Clothes,1319,Expense,UPI,"Kennedy, Leon and Shields",New Marioborough,Candidate short leg certain.,35148,17780
474,2025-05-29,Bills,Electricity,3299,Expense,UPI,"Cooper, Harrison and Mcgrath",Veronicamouth,Score letter suffer.,19250,97794
475,2026-03-06,Bills,Water,1598,Expense,Debit Card,Pierce-Bradshaw,North Natalie,Require former.,25646,64773
476,2025-06-28,Medical,Doctor,3987,Expense,UPI,Hernandez-Atkinson,Kevinside,Six Mrs character if whom.,26117,33571
477,2025-08-09,Food,Snacks,924,Expense,UPI,"Merritt, Garcia and Sellers",North Julia,Fast room weight.,5429,65534
478,2025-09-18,Medical,Health Checkup,3746,Expense,Cash,Jackson-Scott,South David,Quickly herself.,48912,61476
479,2025-02-17,Bills,Water,2097,Expense,Bank Transfer,Vance Inc,Martinezhaven,Much wife suffer.,40704,42634
480,2025-01-06,Income,Freelancing,11810,Income,Bank Transfer,Riggs LLC,North Christopher,Edge individual bag I parent.,21571,75850
481,2025-12-20,Bills,Electricity,2665,Expense,Cash,"Byrd, Watts and Davis",Port Janetborough,Answer political.,22676,91634
482,2025-08-22,Entertainment,Streaming,311,Expense,Cash,Green-Gallegos,Natalieton,Yard ready me.,8866,9408
483,2025-06-29,Food,Snacks,3874,Expense,Bank Transfer,Welch-Hall,North Angela,Believe travel others simple peace.,28626,67240
484,2025-02-06,Income,Freelancing,12055,Income,UPI,"Maldonado, Sanchez and Hernandez",Gonzalezton,Property positive particularly technology.,34385,67208
485,2025-11-18,Bills,Electricity,674,Expense,Credit Card,"Craig, Miller and Lee",Lake Jimmyton,Lot who cover however.,17400,22686
486,2026-05-04,Transport,Bus,218,Expense,Debit Card,Wagner-Olson,Jenkinshaven,Among soon wind worker.,11470,72606
487,2026-04-03,Shopping,Accessories,4069,Expense,UPI,Salazar-Rowe,East Julian,Skin century scene class.,25996,24383
488,2025-12-09,Income,Salary,49985,Income,Cash,Kelley Inc,Shannonshire,Subject glass bill.,36071,57730
489,2026-01-10,Transport,Fuel,1898,Expense,Credit Card,"Taylor, Fisher and Smith",South Stevenville,Evening mission win.,39468,9554
490,2026-05-09,Shopping,Clothes,2558,Expense,Debit Card,"Wright, Moody and Bowers",Monicahaven,Control bar.,35957,5907
491,2025-10-27,Education,Books,1724,Expense,Cash,"Donovan, Mann and Avila",Moorefort,Seven perform election.,17783,74924
492,2025-11-09,Food,Snacks,2347,Expense,Bank Transfer,Woodward-Tucker,Elizabethburgh,Shoulder thousand total culture.,20323,2654
493,2026-02-12,Travel,Tour,803,Expense,Debit Card,Snyder LLC,Michaelmouth,Senior chance focus little.,32031,63470
494,2025-09-28,Entertainment,Movies,3544,Expense,Cash,"Johns, Lopez and Schneider",East Amyburgh,Among sit parent although TV.,30574,97805
495,2026-04-17,Medical,Doctor,4005,Expense,Cash,"Davis, Roberts and Johnson",Masonfurt,Best outside write.,10580,8643
496,2025-04-10,Medical,Medicine,4576,Expense,Credit Card,Gutierrez Ltd,Melendezville,Health word necessary.,34842,43346
497,2025-12-12,Bills,Water,4624,Expense,UPI,Armstrong-Rogers,New Daniel,Agree us real security.,15501,4214
498,2025-08-06,Bills,Electricity,2798,Expense,Credit Card,Keller PLC,South Lucas,Age PM case ever central.,13327,57142
499,2025-05-26,Education,Stationery,1324,Expense,Debit Card,Johnson Group,Scottmouth,Manage what model since.,12980,74651
500,2026-02-08,Travel,Hotel,1468,Expense,Bank Transfer,"Hines, Hill and Dean",Lake Michelle,Big ahead follow.,48513,27966
501,2025-02-09,Shopping,Accessories,1885,Expense,Credit Card,"Stevens, Park and Martin",North Raymond,Heavy tell nation.,12904,65756
502,2026-03-15,Food,Restaurant,1273,Expense,Bank Transfer,Neal LLC,West Pamela,Week three reality heart.,28740,20419
503,2026-01-25,Education,Courses,440,Expense,Debit Card,Boyd Inc,Tranfurt,Gas official describe she suffer.,27059,54160
504,2025-05-01,Food,Restaurant,1788,Expense,UPI,"Davenport, Graves and Davis",East Paul,Training night tend.,41051,25137
505,2025-12-11,Entertainment,Games,2315,Expense,Cash,Nelson-Bell,Ochoaville,Stand likely.,16156,10585
506,2026-02-14,Travel,Flight,711,Expense,Debit Card,Payne-Rice,Lake Phillipfort,Image group beat point commercial.,27518,56670
507,2026-04-08,Food,Groceries,1712,Expense,Debit Card,"Allen, Day and Hawkins",Gregorymouth,Themselves without business speech.,36105,45143
508,2026-03-11,Transport,Bus,4474,Expense,Credit Card,King PLC,West Ryanmouth,Dog why dog deep.,11901,74725
509,2025-04-03,Bills,Internet,4448,Expense,Cash,Bell-Warren,Martinchester,Cut require let.,14418,69012
510,2026-04-18,Education,Stationery,4779,Expense,UPI,"Thomas, Watson and Rivera",Lewischester,Road end.,24100,77082
511,2026-04-26,Bills,Internet,74,Expense,Cash,Hall Inc,Wilsonborough,Stand father this training strategy.,11195,2355
512,2026-01-07,Transport,Fuel,1389,Expense,Debit Card,Stanton and Sons,West Janetfurt,Fly rock game.,26438,90958
513,2026-04-01,Transport,Fuel,1651,Expense,UPI,"Burnett, Jenkins and Stewart",South Saratown,Plant government west manager.,31455,47794
514,2025-08-23,Bills,Internet,4193,Expense,Bank Transfer,"Reese, Hawkins and Christensen",Port Valerie,Provide minute tax care.,8851,55137
515,2026-03-21,Food,Restaurant,3283,Expense,Credit Card,Villa-Jackson,Lake Samanthachester,Under person.,13340,1592
516,2025-07-14,Medical,Health Checkup,3425,Expense,UPI,Santana-Cochran,New Johnnychester,Set service budget process.,18006,31782
517,2025-03-24,Travel,Hotel,3690,Expense,Debit Card,Cannon Inc,Port Keithberg,Above against its other.,16727,58265
518,2025-10-09,Education,Books,2769,Expense,Bank Transfer,"Harvey, Jefferson and Sanders",South Pamela,Information fall most past news.,31104,52932
519,2026-02-01,Travel,Flight,4515,Expense,UPI,"Farley, Wood and May",South Oscarland,Agree born.,17785,63292
520,2025-11-06,Medical,Health Checkup,4663,Expense,Bank Transfer,Arnold PLC,North Scott,Write either thing.,15478,15427
521,2025-09-03,Bills,Water,1695,Expense,UPI,"Whitney, Young and Barker",North Jared,Month according exactly.,42616,13984
522,2025-11-19,Travel,Hotel,2806,Expense,Bank Transfer,Nelson LLC,Elliottshire,Their question traditional race.,20592,47683
523,2025-06-21,Bills,Water,3350,Expense,Credit Card,Bennett-Waters,West Victoria,Seat too race force federal.,49844,46826
524,2025-07-23,Bills,Water,1746,Expense,UPI,"Morris, Smith and Mcguire",West Rachel,Official red meeting several.,34819,91909
525,2026-04-04,Bills,Internet,3279,Expense,Cash,Cole Inc,Mitchellmouth,Create reveal.,8261,11858
526,2025-04-13,Income,Scholarship,43238,Income,Credit Card,Shepherd-Wallace,Houstonland,Subject though their.,7523,20077
527,2026-03-30,Transport,Fuel,2149,Expense,Bank Transfer,Wyatt Ltd,Carloshaven,Move former.,49920,1084
528,2025-01-11,Shopping,Electronics,1729,Expense,Bank Transfer,Dominguez PLC,Laraside,Million less entire.,27266,60997
529,2025-04-24,Income,Freelancing,28764,Income,Debit Card,"Chang, Parks and Olson",South Joseph,Little yard research.,47959,9743
530,2026-03-04,Shopping,Accessories,4135,Expense,Bank Transfer,Anderson LLC,West Robert,Daughter too development candidate.,15639,81117
531,2025-08-21,Travel,Tour,2870,Expense,Debit Card,Maddox PLC,Weaverfurt,Enjoy movement us eat region.,9884,89153
532,2025-10-24,Medical,Medicine,1298,Expense,Bank Transfer,Wallace-Hanson,Jamesberg,You me goal.,25084,30884
533,2025-01-24,Travel,Tour,801,Expense,Credit Card,Hill-Williams,Nelsonshire,Choice soon none lot.,49105,37624
534,2025-01-22,Travel,Hotel,1279,Expense,Credit Card,Wilson-Perez,Adamton,Letter though our economic.,10422,24716
535,2025-02-05,Income,Salary,43733,Income,UPI,Young-Yang,Bowmanmouth,Wish value base.,40571,78511
536,2025-11-13,Income,Scholarship,43326,Income,Debit Card,Andrade-Douglas,Rachelfort,Parent beautiful realize week modern.,13407,54842
537,2026-03-05,Entertainment,Games,1893,Expense,Credit Card,Snyder-Stark,Shahburgh,Protect a low your.,13749,55651
538,2026-04-22,Entertainment,Streaming,1164,Expense,Debit Card,"Jones, Anderson and Brown",South Jenniferhaven,Public place always main.,23274,16671
539,2025-01-13,Education,Courses,2854,Expense,Debit Card,Costa-Conner,Tiffanyfurt,Finally if gun country that.,48775,75356
540,2025-08-07,Education,Stationery,4844,Expense,Cash,Holloway-Smith,Bakerbury,Fine word fine.,25580,56168
541,2026-02-11,Travel,Tour,324,Expense,UPI,Castillo Inc,South Jill,Reduce center hotel mother still.,22825,71471
542,2026-04-24,Food,Restaurant,3281,Expense,UPI,"Yoder, Torres and Mitchell",Hicksborough,Morning shoulder.,23527,1899
543,2026-02-25,Shopping,Electronics,763,Expense,Credit Card,"Smith, Rogers and Moreno",North Douglasbury,Cut rock short employee.,47573,37564
544,2025-07-31,Food,Snacks,1286,Expense,Bank Transfer,Jones-Cameron,Port Donna,Commercial body.,22770,32687
545,2025-07-05,Food,Groceries,2624,Expense,Bank Transfer,Walker Ltd,North Kyletown,Most with inside forget.,30077,46996
546,2026-01-22,Bills,Internet,2005,Expense,Credit Card,Reid and Sons,North Jessica,Political meeting half measure.,14759,43773
547,2025-08-16,Medical,Medicine,2836,Expense,Bank Transfer,"Clarke, Morris and Clay",Port Benjamin,Some parent throw note.,17880,97572
548,2026-01-30,Income,Salary,19102,Income,Bank Transfer,Barrera-Mcgee,North Ricardostad,Because area party network.,32035,46267
549,2025-01-22,Shopping,Accessories,1115,Expense,Cash,"Estrada, Johnson and Hughes",Chelseaberg,Ask where receive executive brother.,5365,4919
550,2025-06-29,Medical,Doctor,4954,Expense,Bank Transfer,Goodman-Meadows,Joneston,Mean father task.,33189,40620
551,2025-01-01,Food,Restaurant,3529,Expense,Credit Card,May-Hensley,Lake Emma,Use model college debate.,25171,55658
552,2025-06-14,Travel,Flight,1953,Expense,Bank Transfer,Velez Inc,Lake Anthonyborough,Set social against.,35953,28097
553,2026-01-20,Travel,Hotel,2742,Expense,UPI,Lewis-Weber,West Keith,Fund share important.,49495,71815
554,2025-09-13,Bills,Water,2712,Expense,Credit Card,Chan-Phelps,Melissaberg,Reach participant Mrs measure agent.,30586,15168
555,2025-07-22,Transport,Bus,4415,Expense,Bank Transfer,Long LLC,Lake Wendyville,Positive six respond identify.,34099,4301
556,2025-06-14,Transport,Bus,1189,Expense,UPI,Woods-Sutton,Weaverfurt,Fly answer.,9450,96323
557,2026-03-03,Medical,Medicine,859,Expense,Credit Card,Wilson-Jones,Davisfurt,News oil.,11008,81795
558,2025-02-23,Shopping,Clothes,1640,Expense,UPI,Pena Ltd,New Rickymouth,Hold tonight training ahead.,21990,16935
559,2025-06-08,Income,Salary,18817,Income,Bank Transfer,"Lambert, Smith and Smith",South Annaburgh,Old agreement necessary.,36308,80920
560,2026-04-14,Medical,Doctor,995,Expense,Credit Card,"Mullins, Oliver and Young",Joshuachester,Back run car recognize drop.,35026,19125
561,2025-01-02,Entertainment,Games,4397,Expense,Cash,Hughes-Briggs,New Briannabury,Future last try pattern this.,27111,15163
562,2026-04-10,Bills,Electricity,3023,Expense,UPI,Aguilar-Oconnell,Olsonville,Only actually camera.,25674,15599
563,2025-12-01,Medical,Health Checkup,469,Expense,Debit Card,Donovan Ltd,West Michael,Economic share point owner.,25896,61839
564,2026-04-15,Travel,Tour,965,Expense,Cash,Johnson LLC,West Joseph,Training police.,41029,66759
565,2025-02-03,Income,Salary,15848,Income,Bank Transfer,Andrews-Webster,Dominguezfort,Before along shoulder can him.,20295,94839
566,2025-06-06,Travel,Hotel,3899,Expense,Credit Card,Sanchez LLC,North Daniel,Particularly nation fish.,34637,98089
567,2025-08-27,Travel,Tour,227,Expense,Cash,"Mclean, Morales and Wright",Lake Erinbury,Explain wide.,21912,26158
568,2025-09-24,Bills,Electricity,2318,Expense,Credit Card,"Parker, Rice and Bentley",Lake Jason,Decision place anyone.,43384,7428
569,2025-11-04,Shopping,Electronics,1399,Expense,Debit Card,"Butler, Castillo and Shelton",Moranland,Lose I far situation organization.,40143,58635
570,2026-02-01,Bills,Electricity,877,Expense,UPI,Lewis-Curtis,South Amberland,Production pretty reflect.,23261,54229
571,2025-01-14,Income,Salary,48854,Income,Bank Transfer,Chavez Inc,Taylormouth,Power career down.,20761,43760
572,2025-05-25,Medical,Medicine,244,Expense,Cash,Perkins PLC,Carneytown,Own dream people.,9499,3219
573,2025-05-13,Bills,Internet,1281,Expense,Cash,Haas-Figueroa,Sandersview,From two region speak management.,46915,98094
574,2025-04-07,Travel,Flight,970,Expense,Credit Card,Flores-Herrera,Chadborough,Ago surface evening bring.,39031,39683
575,2025-08-31,Bills,Internet,2299,Expense,Bank Transfer,"James, Briggs and Brooks",Tammyport,Direction stage manager show phone.,9399,51735
576,2025-11-11,Medical,Medicine,2035,Expense,Bank Transfer,"Barber, Perez and Martinez",Rogersshire,Democrat significant boy enjoy.,14285,63796
577,2025-11-23,Transport,Taxi,3103,Expense,Cash,Robinson Group,Brianmouth,Before support.,37936,82131
578,2025-11-21,Shopping,Accessories,1946,Expense,Debit Card,Barnett-Ramirez,Jasonburgh,Brother forward her play yeah.,48558,90744
579,2025-11-19,Shopping,Accessories,3492,Expense,Debit Card,Carter PLC,East Nancymouth,Student authority may adult Mr.,27826,20050
580,2025-11-27,Food,Restaurant,2589,Expense,Bank Transfer,Brown-Hill,Henrymouth,Offer oil.,23335,16150
581,2026-04-20,Travel,Flight,4303,Expense,Debit Card,"Smith, Benjamin and Nelson",Bennettton,Environmental make avoid increase.,45033,64843
582,2025-11-06,Travel,Hotel,2090,Expense,Debit Card,"Reilly, Galloway and Brock",Anthonyberg,Wife second myself.,34189,75476
583,2026-01-05,Travel,Tour,616,Expense,Bank Transfer,Hawkins-Brown,Lake Emilymouth,Party tonight.,9732,85711
584,2025-11-06,Bills,Water,4589,Expense,Debit Card,"Martinez, Cole and Delacruz",Johnburgh,Population culture accept today book.,39882,87975
585,2025-03-18,Bills,Water,750,Expense,Credit Card,Miller-Sutton,Jonesland,Social result really newspaper.,20021,67864
586,2026-05-08,Bills,Internet,3873,Expense,Debit Card,"Williamson, Anthony and Washington",Matthewhaven,Series item.,48213,90088
587,2025-01-28,Medical,Health Checkup,1030,Expense,Cash,Soto-Mejia,South Rebeccaborough,Woman information ready.,35919,88141
588,2026-03-21,Food,Snacks,2689,Expense,Cash,Nelson-Saunders,West Sherry,Road piece yourself nearly I.,19387,3443
589,2025-10-13,Food,Groceries,1243,Expense,Cash,Miller Ltd,Maldonadomouth,Fight movement identify.,9449,83520
590,2025-01-03,Income,Salary,35595,Income,Credit Card,"Randall, Norris and Stevenson",Port Rachelburgh,Family provide weight record.,16187,24594
591,2026-03-07,Travel,Flight,1224,Expense,Cash,"Garrison, George and Miller",Scotthaven,Still sell.,15918,39821
592,2025-05-20,Education,Books,2075,Expense,Debit Card,"Thompson, Collier and Walker",Port Curtistown,Next hand.,28998,10989
593,2026-04-26,Travel,Flight,4959,Expense,Credit Card,Wright-Marquez,Michaelside,Article special them radio pay.,48856,92833
594,2025-02-21,Bills,Internet,2215,Expense,Bank Transfer,"Barber, Moyer and Graham",Stephanieborough,Career garden field.,40389,40672
595,2026-01-29,Bills,Water,4333,Expense,UPI,Deleon-Edwards,Justinhaven,Pay after owner example.,29537,29201
596,2026-05-11,Food,Groceries,1922,Expense,Credit Card,Edwards-Shelton,Port Todd,Recently page imagine kitchen.,49069,64579
597,2025-04-15,Bills,Water,3586,Expense,Cash,"Romero, Salazar and Robinson",Myersland,Work red thing notice.,36554,39398
598,2025-03-09,Food,Snacks,2266,Expense,Credit Card,Davis-Anderson,Jeffreyburgh,Help identify page.,25980,96326
599,2025-06-06,Entertainment,Games,2937,Expense,Debit Card,Simmons Ltd,Lake William,Deep billion wall.,46175,1106
600,2025-08-08,Shopping,Electronics,4965,Expense,UPI,Hall-Garrett,New Kristen,Fish meet prevent.,46780,63292
601,2025-07-06,Bills,Internet,4132,Expense,Bank Transfer,Warren-Bolton,Patrickfurt,Commercial source.,21544,56254
602,2025-08-14,Shopping,Accessories,1161,Expense,Credit Card,Ramos PLC,Kimberlyview,Plant girl remember.,39887,30302
603,2025-09-14,Travel,Tour,3283,Expense,Bank Transfer,Kennedy-Walker,Port Peterview,Radio official one safe until.,26047,83455
604,2025-12-15,Food,Restaurant,1664,Expense,Bank Transfer,Collins-Turner,North Christopherstad,Any my force.,13144,41974
605,2025-05-19,Travel,Tour,1167,Expense,Bank Transfer,"Hardy, Evans and Kaufman",New Kathrynbury,Hot hair often traditional.,39285,62626
606,2025-05-25,Travel,Tour,1507,Expense,UPI,Powers and Sons,Barbaraport,Performance big sense choice.,12602,86833
607,2025-11-19,Food,Groceries,1552,Expense,Credit Card,"Torres, Burke and Mathis",West Sheliaport,Strategy able vote.,11387,68807
608,2025-03-12,Medical,Doctor,1948,Expense,UPI,Smith PLC,Watsonfurt,Public finally natural.,7183,42485
609,2025-10-09,Food,Restaurant,3364,Expense,Credit Card,Perez-Smith,West Krystal,Professional fall around serve.,19537,41936
610,2026-04-02,Travel,Tour,3553,Expense,Cash,Robertson and Sons,Lake William,Generation often.,8791,90373
611,2026-04-20,Shopping,Electronics,752,Expense,Debit Card,Rowland-Donaldson,Shepardmouth,Together picture.,25686,50278
612,2026-04-12,Shopping,Electronics,1616,Expense,Debit Card,Shaw LLC,West Peterhaven,May parent environment debate.,18739,58708
613,2026-05-09,Travel,Flight,1342,Expense,Cash,Brown Ltd,Lake Sandraland,Save author newspaper close.,27084,72802
614,2026-04-09,Travel,Tour,4400,Expense,Debit Card,Rodriguez-Peterson,North Jamestown,Here she around.,37352,46392
615,2025-01-16,Shopping,Electronics,1671,Expense,Debit Card,"Love, Simpson and Williams",Reynoldsview,Bad write president.,40696,75796
616,2025-06-06,Travel,Tour,1173,Expense,Bank Transfer,Roberts-Lee,Smithberg,Enjoy guy.,34456,59515
617,2026-04-28,Education,Books,1168,Expense,UPI,"Sullivan, Moyer and Hester",Kaylahaven,Major impact near.,49505,49346
618,2026-03-24,Food,Groceries,4830,Expense,Debit Card,Sullivan-Kent,Port Kimberlyfort,Anything mention.,16332,70005
619,2026-03-22,Medical,Medicine,4067,Expense,Bank Transfer,Hanson-Andrews,Griffinfort,Born hard.,7665,46380
620,2025-10-05,Food,Restaurant,1955,Expense,Credit Card,Ramos Inc,North Ronnie,Whether customer seat.,41544,18955
621,2025-09-11,Education,Courses,1369,Expense,Cash,Hicks-Brown,Gregoryshire,Issue specific wear identify myself.,39389,46879
622,2025-02-01,Food,Snacks,3762,Expense,UPI,"Johnson, Smith and Baker",New Katieside,Necessary source medical fund.,49116,53297
623,2025-06-16,Transport,Taxi,666,Expense,Credit Card,Hoover and Sons,Lake Veronicaberg,Arrive none.,40775,56937
624,2025-09-15,Food,Groceries,4279,Expense,Debit Card,Walter Inc,Bergville,Traditional ability task hit.,34755,72570
625,2025-02-13,Education,Courses,1062,Expense,Debit Card,Gill LLC,Lake Abigail,Bring trip fight.,20176,37229
626,2025-04-06,Medical,Health Checkup,3210,Expense,Cash,"Singh, Romero and Farmer",Josephton,Begin outside offer.,10831,29080
627,2026-02-04,Education,Courses,4439,Expense,UPI,Bryant and Sons,Daniellebury,Despite outside open include.,16855,22718
628,2026-04-09,Food,Restaurant,4354,Expense,Cash,Boone-Holder,Lewismouth,Rest approach this serve.,40781,87928
629,2025-10-24,Food,Groceries,4386,Expense,Cash,"Haas, Fox and Miller",East Danielchester,Season admit catch.,5564,66080
630,2025-03-02,Transport,Bus,792,Expense,Credit Card,"Lin, Anderson and Wells",Lake Dorothy,Development across doctor campaign.,37788,60823
631,2025-08-25,Travel,Flight,2919,Expense,UPI,"Church, Sullivan and Merritt",North Nicholas,Effect worker maybe statement.,29916,38289
632,2025-01-15,Income,Freelancing,14066,Income,UPI,"Patterson, Phelps and Bishop",Lake William,Herself person world.,10997,16328
633,2026-02-10,Food,Snacks,1167,Expense,Bank Transfer,"Roman, Quinn and Jackson",South Lisaton,Authority mention employee military another.,9763,1016
634,2026-04-27,Travel,Flight,1855,Expense,Cash,Gutierrez Inc,New Dale,Tough interview or ago.,6714,23613
635,2025-02-27,Medical,Doctor,3804,Expense,Debit Card,"Smith, Patterson and Mcfarland",West Michaelton,Help training.,10132,85642
636,2025-03-25,Income,Freelancing,33653,Income,Bank Transfer,Stark-Bell,Lake Benjaminfort,Situation executive yeah during.,33574,44360
637,2025-07-09,Food,Groceries,4389,Expense,Bank Transfer,"Miller, Payne and Wagner",Williambury,Always cover write.,35178,24375
638,2025-10-25,Shopping,Clothes,4192,Expense,Credit Card,Martin-Harris,Riceshire,Appear important region.,14497,45681
639,2026-01-07,Medical,Medicine,715,Expense,Bank Transfer,"Smith, Thomas and Hansen",North Jonathonville,Again hand.,21185,86407
640,2025-01-28,Income,Freelancing,8234,Income,Cash,Clark and Sons,South Deannafort,Back throw number.,10745,95064
641,2026-01-21,Food,Groceries,1980,Expense,Credit Card,Horton LLC,West Karen,Admit itself along those.,24639,14238
642,2025-06-26,Education,Stationery,1420,Expense,Cash,"Welch, Davidson and Velez",Shermanberg,Pay bit cause.,18917,29776
643,2025-10-27,Shopping,Clothes,3873,Expense,Debit Card,"Daugherty, Estrada and Gonzalez",Port Williamburgh,About start medical wait group.,6784,41300
644,2025-02-10,Education,Stationery,2532,Expense,Credit Card,Wang-Richardson,West Patricia,Behavior grow any away.,10432,40409
645,2026-03-30,Food,Groceries,2768,Expense,Credit Card,Short Ltd,North Jonathanmouth,Claim human.,16397,62010
646,2025-06-28,Shopping,Accessories,4069,Expense,Bank Transfer,"Smith, Williams and Vang",Cookborough,He pattern effort law also.,11303,62595
647,2025-03-29,Food,Snacks,2787,Expense,Credit Card,"Lozano, Johnson and Johnson",Amberton,Trade individual.,19943,30421
648,2026-04-23,Travel,Tour,2748,Expense,Cash,"Graves, Alvarez and Martinez",Brownport,Personal rule customer share only.,35246,39198
649,2025-06-05,Income,Salary,21049,Income,Debit Card,Hoover Inc,West Nancyberg,Concern throw save.,32744,16164
650,2025-04-22,Food,Groceries,1310,Expense,Credit Card,Mendoza Ltd,Juanfort,Gun clearly.,14608,91674
651,2026-02-06,Education,Stationery,3451,Expense,Bank Transfer,Byrd-Lewis,Port Joshuabury,Science Republican.,39120,79683
652,2025-05-08,Bills,Electricity,797,Expense,Bank Transfer,"Peck, Williams and Jones",Port Josephbury,City commercial mouth.,10685,43545
653,2025-05-09,Food,Restaurant,4073,Expense,Cash,Gutierrez-Gardner,Michellemouth,Reach leg hospital.,6196,35834
654,2025-11-22,Food,Restaurant,192,Expense,UPI,"Smith, Smith and Scott",Rachelfort,During mouth establish.,33353,48989
655,2025-12-13,Medical,Medicine,2356,Expense,Bank Transfer,Mosley-Patterson,Port Bradley,Perform child follow.,32731,3823
656,2025-04-12,Income,Freelancing,43551,Income,Bank Transfer,"Caldwell, Nelson and Cole",Kimberlyshire,Performance impact himself guy.,44483,5278
657,2026-01-15,Education,Courses,3221,Expense,UPI,Green and Sons,North Alexanderburgh,Radio key travel.,8048,96286
658,2026-04-15,Food,Restaurant,3995,Expense,UPI,Harris-Austin,Turnermouth,My despite water born.,42678,29780
659,2025-09-06,Bills,Internet,263,Expense,Credit Card,Williams-Morris,Calvinfurt,White way there.,17029,56809
660,2025-01-21,Transport,Bus,2465,Expense,UPI,Tucker-Brown,Samanthaland,Hope usually but.,39709,73298
661,2026-02-18,Bills,Internet,3392,Expense,Cash,Holden-Nunez,Brownfort,Employee bank require.,49608,29911
662,2026-01-06,Shopping,Accessories,2269,Expense,Bank Transfer,Roberts-Harrington,Stevetown,Available hair.,18437,84895
663,2025-08-13,Bills,Electricity,610,Expense,UPI,Mcintyre-Reyes,Meganmouth,He head woman nothing.,33582,94395
664,2026-03-22,Transport,Taxi,1500,Expense,Cash,Stevens-Lawrence,Lindaberg,Hundred read analysis apply.,37217,37492
665,2026-01-24,Income,Freelancing,23405,Income,Bank Transfer,"Smith, Bell and Flores",Port Robertborough,Now quickly.,33605,3192
666,2025-10-07,Transport,Taxi,907,Expense,Cash,Booth PLC,West Deborah,Movement agency sign.,23528,26985
667,2026-03-07,Education,Courses,624,Expense,Bank Transfer,Moses LLC,Loribury,Student security someone message magazine.,21143,36098
